Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1169978,IL0011699787,סבוריט-ש,SAVOREAT-M,סברט-ש,SVRT-M,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,515933950,1821,סבוריט-ש,SAVOREAT-M,ישראל,Israel
1103571,IL0011035719,שנפ,SCHNAPP,שנפ,SHNP,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",512665373,1427,שנפ,SCHNAPP,ישראל,Israel
1178490,IL0011784902,סקודיקס,SCODIX,סקדס,SCDX,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials",513973297,1887,סקודיקס,SCODIX,ישראל,Israel
288019,IL0002880198,סקופ,SCOPE,סקופ,SCOP,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family",520037425,288,סקופ,SCOPE,ישראל,Israel
249011,IL0002490113,שיח מדיקל,SEACH MEDICAL,שיח,SEMG,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,קנאביס,Cannabis,"מדד ת''א-ביומד ,מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share","TA-Biomed Index ,TA-Maala Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare",520036567,249,שיח מדיקל,SEACH MEDICAL,ישראל,Israel
1205087,IL0012050873,סלע נדלן  אגח ה,SELLA REAL B5,סלענד.ק5,SLARL.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513992529,1514,סלע קפיטל נדל''ן,SELLA CAPITAL,ישראל,Israel
1109644,IL0011096448,סלע נדלן,SELLA REAL EST,סלענד,SLARL,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel ,TA-125 Fossil Free",513992529,1514,סלע קפיטל נדל''ן,SELLA CAPITAL,ישראל,Israel
1205095,IL0012050956,סלע נדלן   אפ 4,SELLA REAL W4,סלענד.א4,SLARL.W4,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,513992529,1514,סלע קפיטל נדל''ן,SELLA CAPITAL,ישראל,Israel
1138973,IL0011389736,סלע נדלן  אגח ג,SELLA REALES B3,סלענד.ק3,SLARL.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513992529,1514,סלע קפיטל נדל''ן,SELLA CAPITAL,ישראל,Israel
1167147,IL0011671471,סלע נדלן  אגח ד,SELLA REALS B4,סלענד.ק4,SLARL.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513992529,1514,סלע קפיטל נדל''ן,SELLA CAPITAL,ישראל,Israel
1138379,IL0011383796,שגריר,SHAGRIR,שגרר,SHGR,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",515158665,1664,שגריר רכב,SHAGRIR VEHICLE,ישראל,Israel
1176239,IL0011762395,שמיים,SHAMAYM,שמים,SHMM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,515181014,1922,שמיים אימפרוב,SHAMAYM IMPROVE,ישראל,Israel
1221373,IL0012213737,שמיים      אפ 2,SHAMAYM W2,שמים.א2,SHMM.W2,אופציה למניה,Warrant for share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,515181014,1922,שמיים אימפרוב,SHAMAYM IMPROVE,ישראל,Israel
1080837,IL0010808371,שניב,SHANIV,שניב,SHAN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"עץ, נייר ודפוס",Wood & Paper,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",520041732,1025,שניב,SHANIV,ישראל,Israel
1133875,IL0011338758,שפיר הנדסה,SHAPIR      ENG,שפהנ,SPEN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"ת''א-35 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-פמילי","TA-35 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-Family",514892801,1633,שפיר הנדסה,SHAPIR ENGIN,ישראל,Israel
1141951,IL0011419517,שפיר הנדס אגח ב,SHAPIR ENG   B2,שפהנ.ק2,SPEN.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",514892801,1633,שפיר הנדסה,SHAPIR ENGIN,ישראל,Israel
1178417,IL0011784175,שפיר הנדס אגח ג,SHAPIR ENG   B3,שפהנ.ק3,SPEN.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-מאגר ,תל בונד-שקלי 5-15 ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי",,514892801,1633,שפיר הנדסה,SHAPIR ENGIN,ישראל,Israel
1226331,IL0012263310,שפיר הנדס אגח ד,SHAPIR ENG B4,שפהנ.ק4,SPEN.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"מדד תל בונד שקלי ,תל בונד-מאגר ,תל בונד-שקלי 5-15 ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי",,514892801,1633,שפיר הנדסה,SHAPIR ENGIN,ישראל,Israel
1220326,IL0012203266,שמן נדלן   אג 1,SHEMEN C 1,שמנד.ה1,SMNR.C1,אג''ח להמרה,Convertible,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520023474,634,שמן נדלן,SHEMEN ESTATE,ישראל,Israel
634030,IL0006340306,שמן נדלן,SHEMEN ESTATE,שמנד,SMNR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Investment Properties in Israel",520023474,634,שמן נדלן,SHEMEN ESTATE,ישראל,Israel
1188242,IL0011882425,שוב אנרגיה,SHIKN&BINUI ENE,שובא,SBEN,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תשתיות אנרגיה","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Energy Utilities",510459928,1930,שוב אנרגיה,S&B ENERGY,ישראל,Israel
1081942,IL0010819428,שיכון ובינוי,SHIKUN & BINUI,שוב,SKBN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-בנייה","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Construction",520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel
1175132,IL0011751323,שכון ובי אגח 10,SHIKUN BIN B10,שוב.ק10,SKBN.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel
1228766,IL0012287665,שכון ובי אגח 11,SHIKUN BIN B11,שוב.ק11,SKBN.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel
1135888,IL0011358889,שכון ובי אגח  8,SHIKUN BIN B8,שוב.ק8,SKBN.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel
1167386,IL0011673865,שכון ובי אגח  9,SHIKUN BIN B9,שוב.ק9,SKBN.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",520036104,1068,שיכון ובינוי,SHIKUN & BINUI,ישראל,Israel
1157668,IL0011576688,שלמה נדלן אגח ד,SHIR SHLOMO  B4,שלנד.ק4,SLMO.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",513957472,1496,שלמה נדל''ן,SH.I.R SHLOMO,ישראל,Israel
1198571,IL0011985715,שוב אנרגיה אגחא,SHKN & BI EN B1,שובא.ק1,SBEN.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",510459928,1930,שוב אנרגיה,S&B ENERGY,ישראל,Israel
1229046,IL0012290461,שוב אנרגיה אגחב,SHKN & BI EN B2,שובא.ק2,SBEN.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,,,510459928,1930,שוב אנרגיה,S&B ENERGY,ישראל,Israel
1410299,IL0014102995,שלמה החז אגח יז,SHLOMO HOLD B17,שלהח.ק17,SHLD.B17,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,520034372,141,שלמה החזקות,SHLOMO HOLDING,ישראל,Israel
1410307,IL0014103076,שלמה החז אגח יח,SHLOMO HOLD B18,שלהח.ק18,SHLD.B18,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,520034372,141,שלמה החזקות,SHLOMO HOLDING,ישראל,Israel
1192731,IL0011927311,שלמה החז אגח יט,SHLOMO HOLD B19,שלהח.ק19,SHLD.B19,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel MaalaSRI ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520034372,141,שלמה החזקות,SHLOMO HOLDING,ישראל,Israel
1192749,IL0011927493,שלמה החז אגח  כ,SHLOMO HOLD B20,שלהח.ק20,SHLD.B20,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520034372,141,שלמה החזקות,SHLOMO HOLDING,ישראל,Israel
1214865,IL0012148651,שמואל בר אגח א,SHMUEL BR B1,שמבר.ק1,SMBR.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512403247,2456,שמואל ברוך,SHMUEL BARUCH,ישראל,Israel
1182047,IL0011820474,שוהם ביזנס אגחד,SHOHAM BUSI B4,שוהם.ק4,SHOM.B4,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,520043860,1071,שוהם ביזנס,SHOHAM BUSINESS,ישראל,Israel
1213537,IL0012135377,שוהם ביזנס אגחה,SHOHAM BUSI B5,שוהם.ק5,SHOM.B5,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"תל בונד-מאגר ,תל בונד-תשואות שקלי ,All-Bond כללי ,All-Bond שקלי","Tel Bond-Composite ,Tel Bond-Yields Shekel ,All-Bond Composite ,All-Bond Shekel",520043860,1071,שוהם ביזנס,SHOHAM BUSINESS,ישראל,Israel
1082007,IL0010820079,שוהם ביזנס,SHOHAM BUSINESS,שוהם,SHOM,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",520043860,1071,שוהם ביזנס,SHOHAM BUSINESS,ישראל,Israel
1207968,IL0012079682,שובל,SHOVAL,שובל,SHVL,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",512951518,2441,שובל הנדסה,SHOVAL,ישראל,Israel
1207927,IL0012079278,שובל      אגח א,SHOVAL B1,שובל.ק1,SHVL.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512951518,2441,שובל הנדסה,SHOVAL,ישראל,Israel
1217488,IL0012174889,שובל      אגח ב,SHOVAL B2,שובל.ק2,SHVL.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512951518,2441,שובל הנדסה,SHOVAL,ישראל,Israel
1215961,IL0012159617,שובל הנדסה אפ 1,SHOVAL ENG W1,שובל.א1,SHVL.W1,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512951518,2441,שובל הנדסה,SHOVAL,ישראל,Israel
